id,name,season,home_team_goal,away_team_goal,difference,total
12668,Italy Serie A,2014/2015,5,2,3,7
12669,Italy Serie A,2014/2015,1,4,-3,5
12670,Italy Serie A,2014/2015,2,2,0,4
12671,Italy Serie A,2014/2015,0,1,-1,1
12672,Italy Serie A,2014/2015,3,1,2,4
12673,Italy Serie A,2014/2015,0,0,0,0
12674,Italy Serie A,2014/2015,2,1,1,3
12675,Italy Serie A,2014/2015,2,1,1,3
12676,Italy Serie A,2014/2015,2,0,2,2
12677,Italy Serie A,2014/2015,3,0,3,3
12678,Italy Serie A,2014/2015,1,1,0,2
12679,Italy Serie A,2014/2015,1,2,-1,3
12680,Italy Serie A,2014/2015,2,1,1,3
12681,Italy Serie A,2014/2015,1,1,0,2
12682,Italy Serie A,2014/2015,2,0,2,2
12683,Italy Serie A,2014/2015,1,1,0,2
12684,Italy Serie A,2014/2015,1,0,1,1
12685,Italy Serie A,2014/2015,0,0,0,0
12686,Italy Serie A,2014/2015,0,1,-1,1
12687,Italy Serie A,2014/2015,1,2,-1,3
12688,Italy Serie A,2014/2015,1,1,0,2
12689,Italy Serie A,2014/2015,0,3,-3,3
12690,Italy Serie A,2014/2015,0,0,0,0
12691,Italy Serie A,2014/2015,1,0,1,1
12692,Italy Serie A,2014/2015,2,0,2,2
12693,Italy Serie A,2014/2015,1,2,-1,3
12694,Italy Serie A,2014/2015,1,0,1,1
12695,Italy Serie A,2014/2015,0,0,0,0
12696,Italy Serie A,2014/2015,2,0,2,2
12697,Italy Serie A,2014/2015,4,0,4,4
12698,Italy Serie A,2014/2015,1,1,0,2
12699,Italy Serie A,2014/2015,2,2,0,4
12700,Italy Serie A,2014/2015,2,2,0,4
12701,Italy Serie A,2014/2015,0,0,0,0
12702,Italy Serie A,2014/2015,0,0,0,0
12703,Italy Serie A,2014/2015,1,0,1,1
12704,Italy Serie A,2014/2015,3,2,1,5
12705,Italy Serie A,2014/2015,1,1,0,2
12706,Italy Serie A,2014/2015,0,2,-2,2
12707,Italy Serie A,2014/2015,1,1,0,2
12708,Italy Serie A,2014/2015,0,1,-1,1
12709,Italy Serie A,2014/2015,0,2,-2,2
12710,Italy Serie A,2014/2015,2,1,1,3
12711,Italy Serie A,2014/2015,2,0,2,2
12712,Italy Serie A,2014/2015,4,1,3,5
12713,Italy Serie A,2014/2015,0,2,-2,2
12714,Italy Serie A,2014/2015,0,0,0,0
12715,Italy Serie A,2014/2015,1,1,0,2
12716,Italy Serie A,2014/2015,3,1,2,4
12717,Italy Serie A,2014/2015,2,2,0,4
12718,Italy Serie A,2014/2015,1,0,1,1
12719,Italy Serie A,2014/2015,2,0,2,2
12720,Italy Serie A,2014/2015,1,0,1,1
12721,Italy Serie A,2014/2015,1,0,1,1
12722,Italy Serie A,2014/2015,0,1,-1,1
12723,Italy Serie A,2014/2015,3,1,2,4
12724,Italy Serie A,2014/2015,0,2,-2,2
12725,Italy Serie A,2014/2015,3,3,0,6
12726,Italy Serie A,2014/2015,1,0,1,1
12727,Italy Serie A,2014/2015,2,0,2,2
12728,Italy Serie A,2014/2015,1,3,-2,4
12729,Italy Serie A,2014/2015,1,2,-1,3
12730,Italy Serie A,2014/2015,1,0,1,1
12731,Italy Serie A,2014/2015,1,1,0,2
12732,Italy Serie A,2014/2015,2,0,2,2
12733,Italy Serie A,2014/2015,1,2,-1,3
12734,Italy Serie A,2014/2015,1,1,0,2
12735,Italy Serie A,2014/2015,0,1,-1,1
12736,Italy Serie A,2014/2015,2,2,0,4
12737,Italy Serie A,2014/2015,2,3,-1,5
12738,Italy Serie A,2014/2015,1,0,1,1
12739,Italy Serie A,2014/2015,0,1,-1,1
12740,Italy Serie A,2014/2015,1,1,0,2
12741,Italy Serie A,2014/2015,2,0,2,2
12742,Italy Serie A,2014/2015,0,0,0,0
12743,Italy Serie A,2014/2015,0,1,-1,1
12744,Italy Serie A,2014/2015,1,0,1,1
12745,Italy Serie A,2014/2015,2,0,2,2
12746,Italy Serie A,2014/2015,0,1,-1,1
12747,Italy Serie A,2014/2015,4,0,4,4
12748,Italy Serie A,2014/2015,3,0,3,3
12749,Italy Serie A,2014/2015,0,3,-3,3
12750,Italy Serie A,2014/2015,1,0,1,1
12751,Italy Serie A,2014/2015,1,3,-2,4
12752,Italy Serie A,2014/2015,1,1,0,2
12753,Italy Serie A,2014/2015,1,1,0,2
12754,Italy Serie A,2014/2015,2,1,1,3
12755,Italy Serie A,2014/2015,1,1,0,2
12756,Italy Serie A,2014/2015,0,0,0,0
12757,Italy Serie A,2014/2015,2,1,1,3
12758,Italy Serie A,2014/2015,0,1,-1,1
12759,Italy Serie A,2014/2015,2,0,2,2
12760,Italy Serie A,2014/2015,0,0,0,0
12761,Italy Serie A,2014/2015,0,3,-3,3
12762,Italy Serie A,2014/2015,2,2,0,4
12763,Italy Serie A,2014/2015,1,1,0,2
12764,Italy Serie A,2014/2015,1,1,0,2
12765,Italy Serie A,2014/2015,1,3,-2,4
12766,Italy Serie A,2014/2015,3,1,2,4
12767,Italy Serie A,2014/2015,1,1,0,2
12768,Italy Serie A,2014/2015,2,2,0,4
12769,Italy Serie A,2014/2015,2,1,1,3
12770,Italy Serie A,2014/2015,2,1,1,3
12771,Italy Serie A,2014/2015,1,0,1,1
12772,Italy Serie A,2014/2015,2,1,1,3
12773,Italy Serie A,2014/2015,4,2,2,6
12774,Italy Serie A,2014/2015,3,2,1,5
12775,Italy Serie A,2014/2015,2,2,0,4
12776,Italy Serie A,2014/2015,1,0,1,1
12777,Italy Serie A,2014/2015,3,2,1,5
12778,Italy Serie A,2014/2015,1,3,-2,4
12779,Italy Serie A,2014/2015,1,1,0,2
12780,Italy Serie A,2014/2015,1,2,-1,3
12781,Italy Serie A,2014/2015,4,2,2,6
12782,Italy Serie A,2014/2015,4,0,4,4
12783,Italy Serie A,2014/2015,0,3,-3,3
12784,Italy Serie A,2014/2015,2,2,0,4
12785,Italy Serie A,2014/2015,3,1,2,4
12786,Italy Serie A,2014/2015,0,0,0,0
12787,Italy Serie A,2014/2015,0,1,-1,1
12788,Italy Serie A,2014/2015,2,0,2,2
12789,Italy Serie A,2014/2015,0,1,-1,1
12790,Italy Serie A,2014/2015,1,1,0,2
12791,Italy Serie A,2014/2015,3,0,3,3
12792,Italy Serie A,2014/2015,0,0,0,0
12793,Italy Serie A,2014/2015,4,0,4,4
12794,Italy Serie A,2014/2015,0,1,-1,1
12795,Italy Serie A,2014/2015,2,3,-1,5
12796,Italy Serie A,2014/2015,1,1,0,2
12797,Italy Serie A,2014/2015,2,3,-1,5
12798,Italy Serie A,2014/2015,2,2,0,4
12799,Italy Serie A,2014/2015,1,2,-1,3
12800,Italy Serie A,2014/2015,2,2,0,4
12801,Italy Serie A,2014/2015,2,1,1,3
12802,Italy Serie A,2014/2015,1,4,-3,5
12803,Italy Serie A,2014/2015,2,3,-1,5
12804,Italy Serie A,2014/2015,5,1,4,6
12805,Italy Serie A,2014/2015,3,2,1,5
12806,Italy Serie A,2014/2015,2,0,2,2
12807,Italy Serie A,2014/2015,2,1,1,3
12808,Italy Serie A,2014/2015,1,4,-3,5
12809,Italy Serie A,2014/2015,1,2,-1,3
12810,Italy Serie A,2014/2015,0,1,-1,1
12811,Italy Serie A,2014/2015,3,2,1,5
12812,Italy Serie A,2014/2015,0,1,-1,1
12813,Italy Serie A,2014/2015,3,0,3,3
12814,Italy Serie A,2014/2015,2,1,1,3
12815,Italy Serie A,2014/2015,1,1,0,2
12816,Italy Serie A,2014/2015,0,1,-1,1
12817,Italy Serie A,2014/2015,2,3,-1,5
12818,Italy Serie A,2014/2015,2,2,0,4
12819,Italy Serie A,2014/2015,3,2,1,5
12820,Italy Serie A,2014/2015,3,1,2,4
12821,Italy Serie A,2014/2015,1,2,-1,3
12822,Italy Serie A,2014/2015,1,1,0,2
12823,Italy Serie A,2014/2015,0,1,-1,1
12824,Italy Serie A,2014/2015,3,0,3,3
12825,Italy Serie A,2014/2015,5,0,5,5
12826,Italy Serie A,2014/2015,3,0,3,3
12827,Italy Serie A,2014/2015,4,3,1,7
12828,Italy Serie A,2014/2015,3,1,2,4
12829,Italy Serie A,2014/2015,2,2,0,4
12830,Italy Serie A,2014/2015,1,3,-2,4
12831,Italy Serie A,2014/2015,1,2,-1,3
12832,Italy Serie A,2014/2015,2,2,0,4
12833,Italy Serie A,2014/2015,4,3,1,7
12834,Italy Serie A,2014/2015,1,2,-1,3
12835,Italy Serie A,2014/2015,2,2,0,4
12836,Italy Serie A,2014/2015,0,0,0,0
12837,Italy Serie A,2014/2015,2,2,0,4
12838,Italy Serie A,2014/2015,2,0,2,2
12839,Italy Serie A,2014/2015,3,0,3,3
12840,Italy Serie A,2014/2015,0,1,-1,1
12841,Italy Serie A,2014/2015,3,3,0,6
12842,Italy Serie A,2014/2015,1,2,-1,3
12843,Italy Serie A,2014/2015,2,1,1,3
12844,Italy Serie A,2014/2015,0,3,-3,3
12845,Italy Serie A,2014/2015,1,1,0,2
12846,Italy Serie A,2014/2015,1,1,0,2
12847,Italy Serie A,2014/2015,0,1,-1,1
12848,Italy Serie A,2014/2015,1,4,-3,5
12849,Italy Serie A,2014/2015,0,4,-4,4
12850,Italy Serie A,2014/2015,2,0,2,2
12851,Italy Serie A,2014/2015,0,1,-1,1
12852,Italy Serie A,2014/2015,1,1,0,2
12853,Italy Serie A,2014/2015,4,2,2,6
12854,Italy Serie A,2014/2015,3,0,3,3
12855,Italy Serie A,2014/2015,3,0,3,3
12856,Italy Serie A,2014/2015,1,0,1,1
12857,Italy Serie A,2014/2015,3,2,1,5
12858,Italy Serie A,2014/2015,3,2,1,5
12859,Italy Serie A,2014/2015,2,0,2,2
12860,Italy Serie A,2014/2015,2,1,1,3
12861,Italy Serie A,2014/2015,1,2,-1,3
12862,Italy Serie A,2014/2015,1,0,1,1
12863,Italy Serie A,2014/2015,1,1,0,2
12864,Italy Serie A,2014/2015,1,0,1,1
12865,Italy Serie A,2014/2015,2,2,0,4
12866,Italy Serie A,2014/2015,0,2,-2,2
12867,Italy Serie A,2014/2015,1,1,0,2
12868,Italy Serie A,2014/2015,1,3,-2,4
12869,Italy Serie A,2014/2015,2,2,0,4
12870,Italy Serie A,2014/2015,2,1,1,3
12871,Italy Serie A,2014/2015,3,0,3,3
12872,Italy Serie A,2014/2015,1,1,0,2
12873,Italy Serie A,2014/2015,1,0,1,1
12874,Italy Serie A,2014/2015,0,1,-1,1
12875,Italy Serie A,2014/2015,1,2,-1,3
12876,Italy Serie A,2014/2015,0,4,-4,4
12877,Italy Serie A,2014/2015,2,0,2,2
12878,Italy Serie A,2014/2015,2,1,1,3
12879,Italy Serie A,2014/2015,1,1,0,2
12880,Italy Serie A,2014/2015,6,2,4,8
12881,Italy Serie A,2014/2015,1,3,-2,4
12882,Italy Serie A,2014/2015,0,0,0,0
12883,Italy Serie A,2014/2015,2,0,2,2
12884,Italy Serie A,2014/2015,1,1,0,2
12885,Italy Serie A,2014/2015,1,1,0,2
12886,Italy Serie A,2014/2015,3,0,3,3
12887,Italy Serie A,2014/2015,1,0,1,1
12888,Italy Serie A,2014/2015,1,1,0,2
12889,Italy Serie A,2014/2015,1,0,1,1
12890,Italy Serie A,2014/2015,1,0,1,1
12891,Italy Serie A,2014/2015,2,0,2,2
12892,Italy Serie A,2014/2015,3,1,2,4
12893,Italy Serie A,2014/2015,1,0,1,1
12894,Italy Serie A,2015/2016,1,3,-2,4
12895,Italy Serie A,2015/2016,2,0,2,2
12896,Italy Serie A,2015/2016,1,2,-1,3
12897,Italy Serie A,2015/2016,1,1,0,2
12898,Italy Serie A,2015/2016,1,0,1,1
12899,Italy Serie A,2015/2016,0,1,-1,1
12900,Italy Serie A,2015/2016,2,1,1,3
12901,Italy Serie A,2015/2016,1,0,1,1
12902,Italy Serie A,2015/2016,5,2,3,7
12903,Italy Serie A,2015/2016,2,1,1,3
12904,Italy Serie A,2015/2016,2,1,1,3
12905,Italy Serie A,2015/2016,0,1,-1,1
12906,Italy Serie A,2015/2016,2,1,1,3
12907,Italy Serie A,2015/2016,0,2,-2,2
12908,Italy Serie A,2015/2016,1,0,1,1
12909,Italy Serie A,2015/2016,2,0,2,2
12910,Italy Serie A,2015/2016,3,1,2,4
12911,Italy Serie A,2015/2016,1,1,0,2
12912,Italy Serie A,2015/2016,1,0,1,1
12913,Italy Serie A,2015/2016,3,3,0,6
12914,Italy Serie A,2015/2016,3,0,3,3
12915,Italy Serie A,2015/2016,0,0,0,0
12916,Italy Serie A,2015/2016,1,1,0,2
12917,Italy Serie A,2015/2016,4,1,3,5
12918,Italy Serie A,2015/2016,0,0,0,0
12919,Italy Serie A,2015/2016,1,0,1,1
12920,Italy Serie A,2015/2016,2,1,1,3
12921,Italy Serie A,2015/2016,1,3,-2,4
12922,Italy Serie A,2015/2016,0,1,-1,1
12923,Italy Serie A,2015/2016,0,0,0,0
12924,Italy Serie A,2015/2016,1,3,-2,4
12925,Italy Serie A,2015/2016,2,2,0,4
12926,Italy Serie A,2015/2016,0,2,-2,2
12927,Italy Serie A,2015/2016,0,0,0,0
12928,Italy Serie A,2015/2016,1,0,1,1
12929,Italy Serie A,2015/2016,1,0,1,1
12930,Italy Serie A,2015/2016,2,0,2,2
12931,Italy Serie A,2015/2016,0,2,-2,2
12932,Italy Serie A,2015/2016,1,0,1,1
12933,Italy Serie A,2015/2016,0,1,-1,1
12934,Italy Serie A,2015/2016,0,1,-1,1
12935,Italy Serie A,2015/2016,2,2,0,4
12936,Italy Serie A,2015/2016,1,2,-1,3
12937,Italy Serie A,2015/2016,2,2,0,4
12938,Italy Serie A,2015/2016,2,1,1,3
12939,Italy Serie A,2015/2016,0,2,-2,2
12940,Italy Serie A,2015/2016,4,0,4,4
12941,Italy Serie A,2015/2016,1,0,1,1
12942,Italy Serie A,2015/2016,1,1,0,2
12943,Italy Serie A,2015/2016,1,0,1,1
12944,Italy Serie A,2015/2016,2,3,-1,5
12945,Italy Serie A,2015/2016,1,0,1,1
12946,Italy Serie A,2015/2016,3,2,1,5
12947,Italy Serie A,2015/2016,1,2,-1,3
12948,Italy Serie A,2015/2016,4,1,3,5
12949,Italy Serie A,2015/2016,2,1,1,3
12950,Italy Serie A,2015/2016,0,3,-3,3
12951,Italy Serie A,2015/2016,0,2,-2,2
12952,Italy Serie A,2015/2016,1,1,0,2
12953,Italy Serie A,2015/2016,2,0,2,2
12954,Italy Serie A,2015/2016,3,0,3,3
12955,Italy Serie A,2015/2016,3,2,1,5
12956,Italy Serie A,2015/2016,0,0,0,0
12957,Italy Serie A,2015/2016,3,0,3,3
12958,Italy Serie A,2015/2016,0,2,-2,2
12959,Italy Serie A,2015/2016,0,1,-1,1
12960,Italy Serie A,2015/2016,1,0,1,1
12961,Italy Serie A,2015/2016,0,2,-2,2
12962,Italy Serie A,2015/2016,1,3,-2,4
12963,Italy Serie A,2015/2016,1,1,0,2
12964,Italy Serie A,2015/2016,1,0,1,1
12965,Italy Serie A,2015/2016,3,0,3,3
12966,Italy Serie A,2015/2016,0,1,-1,1
12967,Italy Serie A,2015/2016,3,1,2,4
12968,Italy Serie A,2015/2016,1,1,0,2
12969,Italy Serie A,2015/2016,1,1,0,2
12970,Italy Serie A,2015/2016,0,0,0,0
12971,Italy Serie A,2015/2016,4,1,3,5
12972,Italy Serie A,2015/2016,1,1,0,2
12973,Italy Serie A,2015/2016,0,4,-4,4
12974,Italy Serie A,2015/2016,1,3,-2,4
12975,Italy Serie A,2015/2016,2,3,-1,5
12976,Italy Serie A,2015/2016,2,3,-1,5
12977,Italy Serie A,2015/2016,2,0,2,2
12978,Italy Serie A,2015/2016,2,4,-2,6
12979,Italy Serie A,2015/2016,1,1,0,2
12980,Italy Serie A,2015/2016,1,2,-1,3
12981,Italy Serie A,2015/2016,2,0,2,2
12982,Italy Serie A,2015/2016,2,0,2,2
12983,Italy Serie A,2015/2016,0,1,-1,1
12984,Italy Serie A,2015/2016,3,3,0,6
12985,Italy Serie A,2015/2016,0,1,-1,1
12986,Italy Serie A,2015/2016,2,3,-1,5
12987,Italy Serie A,2015/2016,3,0,3,3
12988,Italy Serie A,2015/2016,0,0,0,0
12989,Italy Serie A,2015/2016,0,1,-1,1
12990,Italy Serie A,2015/2016,2,1,1,3
12991,Italy Serie A,2015/2016,1,3,-2,4
12992,Italy Serie A,2015/2016,2,2,0,4
12993,Italy Serie A,2015/2016,2,1,1,3
12994,Italy Serie A,2015/2016,0,2,-2,2
12995,Italy Serie A,2015/2016,0,1,-1,1
12996,Italy Serie A,2015/2016,2,1,1,3
12997,Italy Serie A,2015/2016,1,3,-2,4
12998,Italy Serie A,2015/2016,1,5,-4,6
12999,Italy Serie A,2015/2016,0,1,-1,1
13000,Italy Serie A,2015/2016,0,1,-1,1
13001,Italy Serie A,2015/2016,1,1,0,2
13002,Italy Serie A,2015/2016,1,2,-1,3
13003,Italy Serie A,2015/2016,0,1,-1,1
13004,Italy Serie A,2015/2016,2,0,2,2
13005,Italy Serie A,2015/2016,0,1,-1,1
13006,Italy Serie A,2015/2016,1,2,-1,3
13007,Italy Serie A,2015/2016,4,0,4,4
13008,Italy Serie A,2015/2016,2,0,2,2
13009,Italy Serie A,2015/2016,2,1,1,3
13010,Italy Serie A,2015/2016,2,2,0,4
13011,Italy Serie A,2015/2016,2,1,1,3
13012,Italy Serie A,2015/2016,3,1,2,4
13013,Italy Serie A,2015/2016,0,1,-1,1
13014,Italy Serie A,2015/2016,1,1,0,2
13015,Italy Serie A,2015/2016,2,0,2,2
13016,Italy Serie A,2015/2016,4,2,2,6
13017,Italy Serie A,2015/2016,1,1,0,2
13018,Italy Serie A,2015/2016,1,1,0,2
13019,Italy Serie A,2015/2016,0,4,-4,4
13020,Italy Serie A,2015/2016,2,2,0,4
13021,Italy Serie A,2015/2016,4,0,4,4
13022,Italy Serie A,2015/2016,2,1,1,3
13023,Italy Serie A,2015/2016,3,1,2,4
13024,Italy Serie A,2015/2016,0,0,0,0
13025,Italy Serie A,2015/2016,0,2,-2,2
13026,Italy Serie A,2015/2016,1,1,0,2
13027,Italy Serie A,2015/2016,4,1,3,5
13028,Italy Serie A,2015/2016,1,1,0,2
13029,Italy Serie A,2015/2016,2,2,0,4
13030,Italy Serie A,2015/2016,2,4,-2,6
13031,Italy Serie A,2015/2016,1,0,1,1
13032,Italy Serie A,2015/2016,2,0,2,2
13033,Italy Serie A,2015/2016,4,1,3,5
13034,Italy Serie A,2015/2016,5,1,4,6
13035,Italy Serie A,2015/2016,0,0,0,0
13036,Italy Serie A,2015/2016,3,1,2,4
13037,Italy Serie A,2015/2016,0,0,0,0
13038,Italy Serie A,2015/2016,3,0,3,3
13039,Italy Serie A,2015/2016,0,4,-4,4
13040,Italy Serie A,2015/2016,0,0,0,0
13041,Italy Serie A,2015/2016,1,1,0,2
13042,Italy Serie A,2015/2016,3,2,1,5
13043,Italy Serie A,2015/2016,1,1,0,2
13044,Italy Serie A,2015/2016,2,1,1,3
13045,Italy Serie A,2015/2016,1,0,1,1
13046,Italy Serie A,2015/2016,2,1,1,3
13047,Italy Serie A,2015/2016,1,0,1,1
13048,Italy Serie A,2015/2016,1,0,1,1
13049,Italy Serie A,2015/2016,0,2,-2,2
13050,Italy Serie A,2015/2016,0,2,-2,2
13051,Italy Serie A,2015/2016,0,2,-2,2
13052,Italy Serie A,2015/2016,2,2,0,4
13053,Italy Serie A,2015/2016,1,1,0,2
13054,Italy Serie A,2015/2016,1,0,1,1
13055,Italy Serie A,2015/2016,1,2,-1,3
13056,Italy Serie A,2015/2016,0,0,0,0
13057,Italy Serie A,2015/2016,1,1,0,2
13058,Italy Serie A,2015/2016,3,3,0,6
13059,Italy Serie A,2015/2016,0,2,-2,2
13060,Italy Serie A,2015/2016,0,0,0,0
13061,Italy Serie A,2015/2016,2,2,0,4
13062,Italy Serie A,2015/2016,2,1,1,3
13063,Italy Serie A,2015/2016,1,1,0,2
13064,Italy Serie A,2015/2016,0,0,0,0
13065,Italy Serie A,2015/2016,0,1,-1,1
13066,Italy Serie A,2015/2016,1,2,-1,3
13067,Italy Serie A,2015/2016,2,1,1,3
13068,Italy Serie A,2015/2016,5,2,3,7
13069,Italy Serie A,2015/2016,2,1,1,3
13070,Italy Serie A,2015/2016,1,0,1,1
13071,Italy Serie A,2015/2016,1,3,-2,4
13072,Italy Serie A,2015/2016,1,1,0,2
13073,Italy Serie A,2015/2016,1,3,-2,4
13074,Italy Serie A,2015/2016,0,0,0,0
13075,Italy Serie A,2015/2016,3,1,2,4
13076,Italy Serie A,2015/2016,3,2,1,5
13077,Italy Serie A,2015/2016,2,3,-1,5
13078,Italy Serie A,2015/2016,0,0,0,0
13079,Italy Serie A,2015/2016,0,0,0,0
13080,Italy Serie A,2015/2016,1,1,0,2
13081,Italy Serie A,2015/2016,5,0,5,5
13082,Italy Serie A,2015/2016,3,1,2,4
13083,Italy Serie A,2015/2016,2,1,1,3
13084,Italy Serie A,2015/2016,1,1,0,2
13085,Italy Serie A,2015/2016,0,0,0,0
13086,Italy Serie A,2015/2016,2,0,2,2
13087,Italy Serie A,2015/2016,1,0,1,1
13088,Italy Serie A,2015/2016,2,0,2,2
13089,Italy Serie A,2015/2016,2,0,2,2
13090,Italy Serie A,2015/2016,1,1,0,2
13091,Italy Serie A,2015/2016,1,3,-2,4
13092,Italy Serie A,2015/2016,0,2,-2,2
13093,Italy Serie A,2015/2016,1,0,1,1
13094,Italy Serie A,2015/2016,0,0,0,0
13095,Italy Serie A,2015/2016,3,1,2,4
13096,Italy Serie A,2015/2016,1,0,1,1
13097,Italy Serie A,2015/2016,4,1,3,5
13098,Italy Serie A,2015/2016,0,2,-2,2
13099,Italy Serie A,2015/2016,1,1,0,2
13100,Italy Serie A,2015/2016,2,0,2,2
13101,Italy Serie A,2015/2016,3,1,2,4
13102,Italy Serie A,2015/2016,0,3,-3,3
13103,Italy Serie A,2015/2016,2,0,2,2
13104,Italy Serie A,2015/2016,2,0,2,2
13105,Italy Serie A,2015/2016,2,1,1,3
13106,Italy Serie A,2015/2016,2,1,1,3
13107,Italy Serie A,2015/2016,1,1,0,2
13108,Italy Serie A,2015/2016,0,0,0,0
13109,Italy Serie A,2015/2016,0,1,-1,1
13110,Italy Serie A,2015/2016,1,2,-1,3
13111,Italy Serie A,2015/2016,1,1,0,2
13112,Italy Serie A,2015/2016,1,0,1,1
13113,Italy Serie A,2015/2016,3,2,1,5
13114,Italy Serie A,2015/2016,2,2,0,4
13115,Italy Serie A,2015/2016,1,0,1,1
13116,Italy Serie A,2015/2016,0,2,-2,2
13117,Italy Serie A,2015/2016,2,2,0,4
13118,Italy Serie A,2015/2016,1,0,1,1
13119,Italy Serie A,2015/2016,1,1,0,2
13120,Italy Serie A,2015/2016,2,0,2,2
13121,Italy Serie A,2015/2016,2,2,0,4
13122,Italy Serie A,2015/2016,2,0,2,2
13123,Italy Serie A,2015/2016,2,2,0,4
13124,Italy Serie A,2015/2016,2,0,2,2
13125,Italy Serie A,2015/2016,1,2,-1,3
13126,Italy Serie A,2015/2016,0,1,-1,1
13127,Italy Serie A,2015/2016,0,0,0,0
13128,Italy Serie A,2015/2016,3,1,2,4
13129,Italy Serie A,2015/2016,1,1,0,2
13130,Italy Serie A,2015/2016,1,4,-3,5
13131,Italy Serie A,2015/2016,1,1,0,2
13132,Italy Serie A,2015/2016,0,0,0,0
13133,Italy Serie A,2015/2016,1,1,0,2
13134,Italy Serie A,2015/2016,1,0,1,1
13135,Italy Serie A,2015/2016,4,0,4,4
13136,Italy Serie A,2015/2016,0,1,-1,1
13137,Italy Serie A,2015/2016,2,1,1,3
13138,Italy Serie A,2015/2016,3,1,2,4
13139,Italy Serie A,2015/2016,3,1,2,4
13140,Italy Serie A,2015/2016,1,4,-3,5
13141,Italy Serie A,2015/2016,1,1,0,2
13142,Italy Serie A,2015/2016,1,3,-2,4
13143,Italy Serie A,2015/2016,1,2,-1,3
13144,Italy Serie A,2015/2016,2,1,1,3
13145,Italy Serie A,2015/2016,1,1,0,2
13146,Italy Serie A,2015/2016,1,0,1,1
13147,Italy Serie A,2015/2016,2,0,2,2
13148,Italy Serie A,2015/2016,0,1,-1,1
13149,Italy Serie A,2015/2016,3,0,3,3
13150,Italy Serie A,2015/2016,0,1,-1,1
13151,Italy Serie A,2015/2016,1,2,-1,3
13152,Italy Serie A,2015/2016,0,3,-3,3
13153,Italy Serie A,2015/2016,2,0,2,2
13154,Italy Serie A,2015/2016,0,0,0,0
13155,Italy Serie A,2015/2016,2,0,2,2
13156,Italy Serie A,2015/2016,1,2,-1,3
13157,Italy Serie A,2015/2016,4,1,3,5
13158,Italy Serie A,2015/2016,0,1,-1,1
13159,Italy Serie A,2015/2016,2,0,2,2
13160,Italy Serie A,2015/2016,4,0,4,4
13161,Italy Serie A,2015/2016,3,3,0,6
13162,Italy Serie A,2015/2016,3,1,2,4
13163,Italy Serie A,2015/2016,0,1,-1,1
13164,Italy Serie A,2015/2016,2,2,0,4
13165,Italy Serie A,2015/2016,6,0,6,6
13166,Italy Serie A,2015/2016,0,0,0,0
13167,Italy Serie A,2015/2016,2,1,1,3
13168,Italy Serie A,2015/2016,5,1,4,6
13169,Italy Serie A,2015/2016,1,0,1,1
13170,Italy Serie A,2015/2016,1,0,1,1
13171,Italy Serie A,2015/2016,3,0,3,3
13172,Italy Serie A,2015/2016,0,0,0,0
13173,Italy Serie A,2015/2016,3,2,1,5
13174,Italy Serie A,2015/2016,1,0,1,1
13175,Italy Serie A,2015/2016,1,0,1,1
13176,Italy Serie A,2015/2016,2,0,2,2
13177,Italy Serie A,2015/2016,1,2,-1,3
13178,Italy Serie A,2015/2016,2,1,1,3
13179,Italy Serie A,2015/2016,2,1,1,3
13180,Italy Serie A,2015/2016,1,0,1,1
13181,Italy Serie A,2015/2016,0,2,-2,2
13182,Italy Serie A,2015/2016,1,3,-2,4
13183,Italy Serie A,2015/2016,3,1,2,4
13184,Italy Serie A,2015/2016,2,1,1,3
13185,Italy Serie A,2015/2016,0,0,0,0
13186,Italy Serie A,2015/2016,2,0,2,2
13187,Italy Serie A,2015/2016,0,0,0,0
13188,Italy Serie A,2015/2016,3,3,0,6
13189,Italy Serie A,2015/2016,1,0,1,1
13190,Italy Serie A,2015/2016,2,0,2,2
13191,Italy Serie A,2015/2016,2,3,-1,5
13192,Italy Serie A,2015/2016,2,0,2,2
13193,Italy Serie A,2015/2016,1,5,-4,6
13194,Italy Serie A,2015/2016,3,0,3,3
13195,Italy Serie A,2015/2016,2,1,1,3
13196,Italy Serie A,2015/2016,0,3,-3,3
13197,Italy Serie A,2015/2016,2,1,1,3
13198,Italy Serie A,2015/2016,1,3,-2,4
13199,Italy Serie A,2015/2016,0,1,-1,1
13200,Italy Serie A,2015/2016,1,2,-1,3
13201,Italy Serie A,2015/2016,0,0,0,0
13202,Italy Serie A,2015/2016,0,1,-1,1
13203,Italy Serie A,2015/2016,1,1,0,2
13204,Italy Serie A,2015/2016,1,2,-1,3
13205,Italy Serie A,2015/2016,0,0,0,0
13206,Italy Serie A,2015/2016,1,2,-1,3
13207,Italy Serie A,2015/2016,2,4,-2,6
13208,Italy Serie A,2015/2016,4,0,4,4
13209,Italy Serie A,2015/2016,3,2,1,5
13210,Italy Serie A,2015/2016,3,1,2,4
13211,Italy Serie A,2015/2016,1,3,-2,4
13212,Italy Serie A,2015/2016,5,0,5,5
13213,Italy Serie A,2015/2016,2,1,1,3
13214,Italy Serie A,2015/2016,1,1,0,2
13215,Italy Serie A,2015/2016,1,0,1,1
13216,Italy Serie A,2015/2016,0,1,-1,1
13217,Italy Serie A,2015/2016,0,1,-1,1
13218,Italy Serie A,2015/2016,0,2,-2,2
13219,Italy Serie A,2015/2016,3,2,1,5
